,Unnamed: 0,TWEET_ID,USER_ID,TWEET,EMOJI,TWEET_SENTIMENT,PROCESSED_TWEET,TARGET_EMOJIS_LIST,nltk_aggregated_score,spacy_aggregated_score,hugging_face_score,emoji_score,delta_nltk,delta_spacy,delta_hugging_face,gamma_text,gamma_emoticon,gamma
394,675,698797805406650368,159447261,I can't trust this government to save the NHS but people want us to trust them guarding our human rights if we #Brexit 😂😂😂😂,0x1f602|0x1f602|0x1f602|0x1f602,positive,cant trust government save nhs people want u trust guard human right,0x1f602|0x1f602|0x1f602|0x1f602,-0.7738,0.1428571428571428,0.535389244556427,0.221,-0.9948,-0.07814285714285721,0.314389244556427,0,1,0
398,680,698836482161770496,297286429,"Sorry why would German car makers demand what they already have? #brexit does not stop them selling UK😁
@Mines_a_pint @cogitator99 @K69atie",0x1f601,negative,sorry would german car maker demand already  stop sell uk,0x1f601,-0.4588,-0.25,0.584144115447998,0.449,-0.9077999999999999,-0.6990000000000001,0.13514411544799804,0,1,0
401,683,698841798396026880,2784561011,Wouldn't mind being on holiday rn😫☀️,0x1f62b,neutral,mind holiday rn sun ,0x1f62b,0.4019,0.0,0.8273308277130127,-0.145,0.5468999999999999,0.145,0.9723308277130127,1,0,1
402,686,698845926916497408,297286429,"As you can see @K69atie , @Mines_a_pint is one of those dumb #brexit shouters that think WTO rules suffice after UK leaves😂
@simonblake1977",0x1f602,negative,see  one dumb shouter think wto rule suffice uk leaf,0x1f602,-0.5106,-0.375,0.7696304321289062,0.221,-0.7316,-0.596,0.5486304321289063,0,1,0
407,692,698869880951590912,297286429,The one thing I'll grant this above average kipper is that he figured out #brexit doesn't stop Germany's UK exports😝 https://t.co/TdhSYmgv2R,0x1f61d,positive,one thing ill grant average kipper figure stop germanys uk export,0x1f61d,-0.3612,-0.325,0.7001534700393677,0.423,-0.7842,-0.748,0.2771534700393677,0,1,0
412,703,698949356343468032,2879297803,"They want #brexit too...
way to go...😒 https://t.co/1Od0Abv6Cb",0x1f612,positive,want  way go ,0x1f612,0.0772,0.0,0.6761839985847473,-0.374,0.4512,0.374,1.0501839985847474,1,0,1
414,705,698983280645906432,115706550,"@HarryAlffa I doubt the biggest public toilet could create tourism, especially if we brexit and they need visas 😋",0x1f60b,negative,doubt big public toilet could create tourism  especially brexit need visa,0x1f60b,-0.1027,-0.0083333333333333,0.4856245219707489,0.631,-0.7337,-0.6393333333333333,-0.1453754780292511,0,1,0
419,713,699142347683205120,31371688,@Xtians4Britain @His_Grace @georgegalloway @Nigel_Farage How dumb can you get? There's a reason why Russia (clue) Today is backing Brexit 😱,0x1f631,negative,dumb get  theres reason russia  clue  today back brexit,0x1f631,-0.5106,-0.1875,0.6053255200386047,0.19,-0.7006000000000001,-0.3775,0.41532552003860473,0,1,0
425,726,699228458300346368,503276056,"@Strongerin laughable ""Project Fear"": #Brexit “could put tourists at risk”…  😆😆😆 nope, let's #LeaveEU !",0x1f606|0x1f606|0x1f606,negative,laughable  project fear    could put tourist risk   nope  lets ,0x1f606|0x1f606|0x1f606,-0.6249,-0.5,0.7929922342300415,0.409,-1.0339,-0.909,0.38399223423004153,0,1,0
430,733,699340209079582720,3177406031,"@nr100ap @heraldscotland Let him and Blair carry on. The more they BULLY the public, the more the public will flock to #brexit camp 😀",0x1f600,negative,let blair carry  bully public  public flock camp,0x1f600,-0.4939,0.0,0.7478357553482056,0.568,-1.0619,-0.568,0.17983575534820562,0,1,0
433,738,699349700349190144,275896693,The European Parliament can change Cameron's EU deal https://t.co/kKVoOphN6z via https://t.co/xKsWZhohqI 'Deal' is meaningless 😬 #Brexit,0x1f62c,negative,european parliament change camerons eu deal via  deal  meaningless,0x1f62c,-0.4404,-0.25,0.5512548089027405,0.194,-0.6344000000000001,-0.444,0.3572548089027405,0,1,0
446,756,699528699423621120,714513049,"@Ned__B
Come on. Use your brain.
After Brexit we can control our own import tariffs, we could lower them to nothing.
Prices would be lower😊😊",0x1f60a|0x1f60a,neutral,come  use brain  brexit control import tariff  could lower nothing  price would lower,0x1f60a|0x1f60a,-0.5267,0.0,0.6313440203666687,0.644,-1.1707,-0.644,-0.012655979633331316,0,1,0
448,758,699552021964259328,28322389,The fact babe sick &amp; I ain't got nun in 3 days 😂🙈 @500_Quette,0x1f602|0x1f648,neutral,fact babe sick  aint get nun 3 day,0x1f602|0x1f648,-0.5106,-0.7142857142857143,0.6653172373771667,0.3265,-0.8371000000000001,-1.0407857142857142,0.33881723737716674,0,1,0
449,760,699564875706556416,56935379,"RT @fairyjinhwan_: 160216 Finally our leader's letter to the fans ㅠㅠㅠ😭😭 ""We will work hard to become the best group."" 
#iKONCERTinTokyo htt…",0x1f62d|0x1f62d,positive,rt 160216 finally leaders letter fan ㅠㅠㅠ  work hard become best group   htt ,0x1f62d|0x1f62d,0.7269,0.236111111111111,-0.8299095630645752,-0.093,0.8199,0.329111111111111,-0.7369095630645752,1,0,1
450,761,699566725021331456,15333071,"@weetabix could you please introduce a product called ""Brexit"" to stop journalists using this ridiculous nonsense word? 😉",0x1f609,negative,could please introduce product call  brexit  stop journalist use ridiculous nonsense word ,0x1f609,-0.6249,-0.3333333333333333,0.7514526844024658,0.463,-1.0879,-0.7963333333333333,0.2884526844024658,0,1,0
453,766,699573525015830528,1892943842,"👍🙏

NOT

🇪🇺 easy scapegoat
🙈 avoiding issues

sovereignty=Brexit
🤑 finance profits

stopping refugees
💉💰 wars we arm
https://t.co/nBl8HG8dI1",0x1f64f|0x1f648,negative,thumbs_up   easy scapegoat avoid issue sovereignty  brexit moneymouth_face finance profit stop refugee syringe money_bag war arm,0x1f64f|0x1f648,-0.6369,0.4333333333333333,0.4905250072479248,0.4245,-1.0614,0.008833333333333304,0.06602500724792482,0,1,0
454,767,699574538363867136,140974431,@LiamFoxMP you should have a comparison between project fear from Indy ref to brexit 😉,0x1f609,negative,comparison project fear indy ref brexit,0x1f609,-0.4939,0.0,0.5981764197349548,0.463,-0.9569000000000001,-0.463,0.1351764197349548,0,1,0
457,770,699573988318699520,107771558,Good luck with that one!! 😂😂 #Brexit  https://t.co/cStbLxOG9W,0x1f602|0x1f602,positive,good luck one  ,0x1f602|0x1f602,0.7096,0.7,-0.9275388717651368,0.221,0.48860000000000003,0.479,-1.1485388717651368,1,1,1
458,771,699581921899253760,1966386108,#Brexit time for the 🐺 to see of any 🐰's as Brussels comes clean on no legislative agreement until after the #EUreferendum 😂😂😂😂😂😂😂,0x1f602|0x1f602|0x1f602|0x1f602|0x1f602|0x1f602|0x1f602,positive,time wolf see rabbit_face  brussels come clean legislative agreement,0x1f602|0x1f602|0x1f602|0x1f602|0x1f602|0x1f602|0x1f602,0.7096,0.3666666666666667,0.840386152267456,0.221,0.48860000000000003,0.1456666666666667,0.6193861522674561,1,1,1
459,772,699586021340680192,1123017661,Pretty much agree with Emma Thompson 😴 #Brexit,0x1f634,positive,pretty much agree emma thompson,0x1f634,0.6908,0.225,-0.6723679304122925,-0.08,0.7707999999999999,0.305,-0.5923679304122925,1,0,1
460,773,699588708723519488,1241969125,"RT @DJBLACKA: The drinks are free!
#2WavedNotts #2WavedNotts 

FREE DRINKS 😐",0x1f610,neutral,rt drink free  free drink,0x1f610,0.765,0.4,-0.6193051934242249,-0.388,1.153,0.788,-0.23130519342422484,1,0,1
461,774,699607192379510784,3177406031,"@BBCNews @PHammondMP @bbclaurak With greatest respect, Wills - SHADDAPA YA FACE AND STICK TO FLYING HELICOPTERS😬 #Brexit @LeaveEUOfficial",0x1f62c,positive,great respect  will  shaddapa ya face stick fly helicopter,0x1f62c,0.802,0.8,-0.5515121817588806,0.194,0.6080000000000001,0.6060000000000001,-0.7455121817588806,1,1,1
466,780,699636763728482304,1828372406,@DavidJo52951945 🙈🙊 What a waste of his time. Nothing achieved 😡 #Brexit,0x1f648|0x1f64a|0x1f621,negative,waste time  nothing achieve,0x1f648|0x1f64a|0x1f621,-0.4215,-0.2,0.8368532657623291,0.2393333333333333,-0.6608333333333333,-0.4393333333333333,0.5975199324289958,0,1,0
471,787,699679798516318208,500290019,I just scared coach dubs and he called me an ass frick 😂,0x1f602,negative,scared coach dub call as frick,0x1f602,-0.4404,0.0,0.8047351837158203,0.221,-0.6614,-0.221,0.5837351837158203,0,1,0
474,790,699675754192310272,297286429,"As a further clarification there are a few intelligent #brexit shouters like North and son but even they despair😰
@simonblake1977 @Extramite",0x1f630,positive,clarification intelligent shouter like north son even despair,0x1f630,0.4939,0.8,0.6637211441993713,-0.02,0.5139,0.8200000000000001,0.6837211441993714,1,0,1
476,793,699729077721284608,3411721563,My days finish so quickly these days but I am not complaining about suffering less stress at all 👍🏾👍🏾🙌🏾🙌🏾,0x1f64c|0x1f64c,neutral,day finish quickly day complain suffer less stress thumbs_up mediumdark_skin_tone thumbs_up mediumdark_skin_tone mediumdark_skin_tone mediumdark_skin_tone,0x1f64c|0x1f64c,-0.818,0.0833333333333333,-0.5114372968673706,0.559,-1.377,-0.47566666666666674,-1.0704372968673708,0,1,0
478,799,699875634026323968,200246388,Ping @captain_europe. A Brexit crowd-funded film created by the same guy as the Great Global Warming Swindle. 😕 https://t.co/8atdnAOUQG,0x1f615,neutral,ping brexit crowdfunded film create guy great global warming swindle ,0x1f615,0.5267,0.4,0.5086838006973267,-0.397,0.9237,0.797,0.9056838006973267,1,0,1
484,806,699932508733968384,3656559557,"@vote_leave @CBItweets
An interesting article #CBI financed by #EU makes you think though 👎😲
#Brexit
#LeaveEU
#migrantcrisis
#GO
#OUTEU
👍 😲",0x1f632|0x1f632,positive,interesting article finance make think though thumbs_down thumbs_up,0x1f632|0x1f632,0.4019,0.5,-0.8359580636024475,-0.068,0.4699,0.5680000000000001,-0.7679580636024474,1,0,1
487,811,699951991653605376,297286429,"OK we have to accept EU percentage of global GDP has declined but that of UK hasn't ?

Real #ukip #brexit logic 😤 https://t.co/dv4SbiAeL1",0x1f624,positive,ok accept eu percentage global gdp decline uk  real logic,0x1f624,0.5859,0.2333333333333333,0.8307511806488037,-0.209,0.7948999999999999,0.4423333333333333,1.0397511806488038,1,0,1
491,819,699987574572589056,297286429,"Q: Why did the sun never set on the UK's global Empire? 

A: God did't trust colonial Brits In the dark😂 #brexit 

 😱@Paninaro @Guedella",0x1f602|0x1f631,positive,q  sun never set uks global empire   god didt trust colonial brit dark,0x1f602|0x1f631,0.6597,-0.075,0.7045271396636963,0.2055,0.45419999999999994,-0.28049999999999997,0.4990271396636963,1,1,1
499,832,700048538856767488,2382060517,@RoadTrip3000 I know you wont see this but ilysm please DM me before I go back to doing homework and revision for my mocks next week😒❤🙈x33,0x1f612|0x1f648,neutral,know wont see ilysm please dm go back homework revision mock next week red_heart x33,0x1f612|0x1f648,-0.5806,0.0,0.6553210616111755,0.0289999999999999,-0.6095999999999999,-0.0289999999999999,0.6263210616111756,0,1,0
501,838,700079857296875520,4864316980,"@LeaveEUOfficial @UKIP @BBCPolitics So, will @Number10gov accept any deal from the #EU as it #dictates to the #UK, as  usual..!! 😠😬 #Brexit",0x1f620|0x1f62c,positive, accept deal usual   ,0x1f620|0x1f62c,0.3818,-0.25,0.7306181192398071,-0.0524999999999999,0.43429999999999985,-0.1975000000000001,0.783118119239807,1,0,1
502,839,700109964795256832,184454249,Nikki Haley and Marco Rubio would be the dream presidential duo😍🔥,0x1f60d,negative,nikki haley marco rubio would dream presidential duo fire,0x1f60d,-0.1027,0.0,0.7002325654029846,0.678,-0.7807000000000001,-0.678,0.022232565402984572,0,1,0
504,842,700113818593161216,3248537885,"This is why I love reading Richard's views 😂

AND, genuinely, why he &amp; Pete are my go to sources for #brexit info!! https://t.co/SCZyyc1WPM",0x1f602,positive,love reading richards view  genuinely   pete go source info  ,0x1f602,0.6369,0.45,-0.95165753364563,0.221,0.41590000000000005,0.229,-1.17265753364563,1,1,1
513,864,700294174642454528,2715750199,"So on an average and by virtue of me being in school I'm living on like less that £5 a day. 

Wow. 😞",0x1f61e,negative,average virtue school im live like less  5 day  wow ,0x1f61e,0.8326,-0.0200757575757575,0.504660427570343,-0.118,0.9506,0.0979242424242425,0.622660427570343,1,0,1
516,876,700342129332248576,719564421,"@fidelmacook Nah, our Eurovision days are over...and Brexit is a stupid name for a song anyway 😉",0x1f609,negative,nah  eurovision day  brexit stupid name song anyway,0x1f609,-0.5859,-0.7999999999999999,0.828269898891449,0.463,-1.0489,-1.263,0.36526989889144895,0,1,0
518,879,700338683300483072,50316987,Are You Tired Of Wack Rappers Telling Lies In Tight Pants? If So Follow The Team😁😁💯💰 We Grinding… https://t.co/wfqMyRe6kx,0x1f601|0x1f601,positive,tired wack rapper tell lie tight pant  follow team hundred_points money_bag grind ,0x1f601|0x1f601,-0.4404,-0.2892857142857143,0.7892165184020996,0.449,-0.8894,-0.7382857142857143,0.3402165184020996,0,1,0
522,884,700354903013720064,234798641,@abdulrhmn_ammar @Ahmed1061998  hahah I'll be seeing so many laptops in the lecture then 😁,0x1f601,negative,hahah ill see many laptop lecture,0x1f601,-0.4215,0.0,0.5913079977035522,0.449,-0.8705,-0.449,0.14230799770355224,0,1,0
529,894,700400049394708480,159447261,I'm waiting with popcorn to see the rage from the Brexit tag after this falls on its arse 😂 😂 😂 #euref,0x1f602|0x1f602|0x1f602,negative,im wait popcorn see rage brexit tag fall arse,0x1f602|0x1f602|0x1f602,-0.5574,0.0,0.7204714417457581,0.221,-0.7784,-0.221,0.4994714417457581,0,1,0
530,895,700385999822651392,301592989,UK has more to lose in a #Brexit @David_Cameron @BBCNews 😏,0x1f60f,neutral,uk lose,0x1f60f,-0.4019,0.0,0.6115748286247253,0.332,-0.7339,-0.332,0.2795748286247253,0,1,0
540,913,700466914573864960,247775851,Tesco to stop French shaped croissants eh......aha they know something about Brexit 😉😉,0x1f609|0x1f609,negative,tesco stop french shaped croissant eh  aha know something brexit,0x1f609|0x1f609,-0.296,0.0,0.4833390116691589,0.463,-0.759,-0.463,0.020339011669158857,0,1,0
542,915,700460462790545408,1002174228,@MorganW_98 sorry I can't text you I get shit connection in cowie 😕😕,0x1f615|0x1f615,neutral,sorry cant text get shit connection cowie,0x1f615|0x1f615,0.3867,-0.35,0.946540594100952,-0.397,0.7837000000000001,0.04700000000000004,1.343540594100952,1,0,1
553,933,700601509407490048,1121931865,@screwlabour And for the Outers who believe we will be able to negotiate super-favourable post-Brexit terms with EU😉 Crap all round really,0x1f609,negative,outers believe able negotiate superfavourable postbrexit term eu crap round really,0x1f609,-0.3818,-0.075,0.4999651312828064,0.463,-0.8448,-0.538,0.036965131282806374,0,1,0
557,941,700615398765494272,622995342,#Brexit negotiations in #Brussels must be tense... Poor #Cameron he has #EU leaders &amp; his own people to please 😬 tough,0x1f62c,negative,negotiation must tense  poor leader  people please tough,0x1f62c,-0.5719,-0.374074074074074,0.553792417049408,0.194,-0.7659,-0.568074074074074,0.35979241704940795,0,1,0
561,948,700633056219045888,185287105,"@tayos02 @MssZeeUsman 😂😂 In that wise, #EnglishLunch must be perfect for #Brexit talks in #Brussels today. But why not #BritishLunch sef? 😐",0x1f602|0x1f602|0x1f610,positive,wise  must perfect talk today  sef ,0x1f602|0x1f602|0x1f610,0.7783,0.85,-0.6276388764381409,0.018,0.7603,0.832,-0.6456388764381409,1,1,1
564,957,700659805879296000,20073041,"👀
Luxembourg loses most after UK if #Brexit 
All those off-shore funds
Still there if we stay IN
😱😱😱
https://t.co/HrD80eTfcF
@The76Percent",0x1f631|0x1f631|0x1f631,neutral,eyes luxembourg lose uk offshore fund still stay,0x1f631|0x1f631|0x1f631,-0.4019,0.0,0.8371627926826477,0.19,-0.5919,-0.19,0.6471627926826478,0,1,0
568,967,700696880125181952,3314007119,Fell in love with a dress for the races but it's £150 n I don't have that kinda money 2 spend on a dress 😿💔😿💔,0x1f63f|0x1f63f,negative,fell love dress race  150 n kinda money 2 spend dress broken_heart broken_heart,0x1f63f|0x1f63f,0.6369,0.5,0.5188993811607361,-0.372,1.0089000000000001,0.872,0.8908993811607361,1,0,1
569,968,700685555722379264,1881202848,"@OpenEurope Agreement was for days. Day One no benefits, increasing gradually to the four day on full benefits 😀😕😕😀 #Brexit",0x1f600|0x1f615|0x1f615|0x1f600,neutral,agreement day  day one benefit  increase gradually four day full benefit,0x1f600|0x1f615|0x1f615|0x1f600,0.8885,0.35,0.6271806955337524,0.0854999999999999,0.803,0.26450000000000007,0.5416806955337525,1,1,1
600,1029,700799880504156160,602260872,I truly hope the people of the UK show Cameron and his piss poor  deal up when the referendum comes along! Fucking abysmal! 🙈🙉🙊 #Brexit,0x1f648|0x1f649|0x1f64a,negative,truly hope people uk show cameron piss poor deal referendum come along  fuck abysmal ,0x1f648|0x1f649|0x1f64a,-0.5423,-0.4,0.9456685781478882,0.408,-0.9502999999999999,-0.808,0.5376685781478883,0,1,0
606,1042,700825273151918080,2173842513,"@holland_tom @iainmartin1 @almurray These two r a good advert for Brexit,to much beer may b 😕😕😕😕😕",0x1f615|0x1f615|0x1f615|0x1f615|0x1f615,positive,two r good advert brexit  much beer may b,0x1f615|0x1f615|0x1f615|0x1f615|0x1f615,0.4404,0.4499999999999999,-0.7822237014770508,-0.397,0.8374,0.847,-0.38522370147705076,1,0,1
612,1052,700818693035573248,462878499,"@adamboultonSKY And what annoys me Adam, I'll bet Mr Cameron never brought up the Eurovision Song Contest! Big mistake,😀 #Brexit",0x1f600,negative,annoys adam  ill bet mr cameron never bring eurovision song contest  big mistake ,0x1f600,-0.7906,-0.25,0.7546308636665344,0.568,-1.3586,-0.818,0.18663086366653447,0,1,0
616,1059,700832907850608640,1042019354,It must be awkward for the #brexit campaign having George Galloway on your side tbf... 😁,0x1f601,negative,must awkward campaign george galloway side tbf ,0x1f601,-0.1531,-0.6,0.5350120067596436,0.449,-0.6021000000000001,-1.049,0.08601200675964354,0,1,0
624,1075,700921287699464192,483187743,RT @LynnSimran: But it feels sooooo good to finally be in bed 😭,0x1f62d,negative,rt feel sooooo good finally bed,0x1f62d,0.4404,0.35,-0.9849300384521484,-0.093,0.5334,0.44299999999999995,-0.8919300384521485,1,0,1
626,1080,700937574144155648,130185115,Why don't we all ask for special treatment then? Good way to piss off the rest of your population more than they already are UE 😡😒 #Brexit,0x1f621|0x1f612,negative,ask special treatment  good way piss rest population already ue,0x1f621|0x1f612,0.4404,0.5285714285714286,0.5480302572250366,-0.2734999999999999,0.7139,0.8020714285714285,0.8215302572250365,1,0,1
627,1083,700962132741988352,253093875,"You really mean business, man! The impact of Brexit is better imagined. Could be extremely severe. @forakin 😊 https://t.co/Lh8pdVusYd",0x1f60a,neutral,really mean business  man  impact brexit well imagine  could extremely severe ,0x1f60a,-0.2006,-0.21875,0.5860164165496826,0.644,-0.8446,-0.86275,-0.0579835834503174,0,1,0
628,1087,700951718130032640,297286429,"@Dean1White you mean 

'in control' like a little yacht in a global storm? 

Be sure to buy some #brexit safety vests😂",0x1f602,positive,mean  control  like little yacht global storm  sure buy safety vest,0x1f602,0.765,0.0,0.7741790413856506,0.221,0.544,-0.221,0.5531790413856507,1,1,1
629,1088,700952859144278016,34625445,Careful not to choke on your #Brexit this morning! @ajaykisgroup 😅😝😌  https://t.co/kegvXstZrC,0x1f605|0x1f61d|0x1f60c,neutral,careful choke morning ,0x1f605|0x1f61d|0x1f60c,-0.4404,-0.1,0.5337327718734741,0.361,-0.8014,-0.46099999999999997,0.17273277187347413,0,1,0
639,1099,700966079951151104,205843793,"@Bonn1eGreer @pammyred14 
I recon Cameron &amp; Blair are slightly more scary. 😀
#Brexit",0x1f600,negative,recon cameron  blair slightly scary ,0x1f600,-0.4417,-0.5,0.625465452671051,0.568,-1.0097,-1.068,0.057465452671051076,0,1,0
645,1110,700993598205075456,2925170333,@toadmeister A pictorial summary of how EU leaders treated David Cameron during the Brexit negotiations..... 😐 https://t.co/cCjhTPoppM,0x1f610,neutral,pictorial summary eu leader treat david cameron brexit negotiation ,0x1f610,0.4019,0.0,0.8640123605728149,-0.388,0.7899,0.388,1.2520123605728148,1,0,1
647,1112,700979476700774400,355187133,I just love Tories civil war on #Brexit . Something to smile about and they are distracted from hurting needy in UK for a few months 😊😊,0x1f60a|0x1f60a,negative,love tory civil war  something smile distract hurt needy uk month,0x1f60a|0x1f60a,-0.6369,0.4,-0.413767009973526,0.644,-1.2809,-0.244,-1.0577670099735261,0,1,0
653,1119,701001013537464320,53058964,"@bestgirl09 I lost it 2 days later, that's what I get for bragging 🙊😅",0x1f64a|0x1f605,neutral,lose 2 day later  thats get brag,0x1f64a|0x1f605,-0.4019,0.0,0.6331249475479126,0.3185,-0.7203999999999999,-0.3185,0.3146249475479126,0,1,0
655,1121,700990374911856640,2925170333,@JakeReesMogg A pictorial summary of how EU treated DC during the negotiations... pretty thin gruel indeed 😐 #Brexit https://t.co/Yh8rAsQFCD,0x1f610,positive,pictorial summary eu treat dc negotiation  pretty thin gruel indeed,0x1f610,0.7096,-0.075,0.7003137469291687,-0.388,1.0976,0.313,1.0883137469291686,1,0,1
656,1122,700993043638444032,1631065567,"#GotTrickedIntoThinking David Cameron had a really good EU deal for the UK........wrong, so so wrong 😬 #Brexit",0x1f62c,positive,david cameron really good eu deal uk  wrong  wrong,0x1f62c,-0.4601,-0.1,0.4348277747631073,0.194,-0.6541,-0.29400000000000004,0.2408277747631073,0,1,0
660,1133,701004210318475264,2925170333,A pictorial summary of how EU leaders treated David Cameron during the Brexit negotiations 😐 #Brexit #leave https://t.co/mowgyp0Tlp,0x1f610,negative,pictorial summary eu leader treat david cameron brexit negotiation,0x1f610,0.4019,0.0,0.875693678855896,-0.388,0.7899,0.388,1.263693678855896,1,0,1
664,1137,701022765604851712,18629308,"Could I just point out that every time an idiot utters that stupid word 'Brexit', a puppy dies. Don't do it 😡 #EUreferendum",0x1f621,negative,could point every time idiot utters stupid word  brexit   puppy dy ,0x1f621,-0.7717,-0.8,0.9444119930267334,-0.173,-0.5987,-0.627,1.1174119930267334,0,0,0
666,1144,701015624701480960,1845610736,"Think we can remove the U from #EU now, right? Well done 😐 #brexit (not that they've ever been really in, though)",0x1f610,neutral,think remove u  right  well do  theyve ever really  though ,0x1f610,0.2732,0.2428571428571428,0.713851809501648,-0.388,0.6612,0.6308571428571428,1.1018518095016478,1,0,1
682,1166,701030229872132096,61081513,@BTS_twt #BTS #방탄소년단 #JHOPE #JUNGKOOK they are so cute &gt;&lt; 😢💔 https://t.co/1AmZ9hiI1G,0x1f622,neutral,cute   broken_heart,0x1f622,0.4588,0.5,-0.7958579659461975,0.007,0.4518,0.493,-0.8028579659461975,1,1,1
687,1175,701039276671291392,2753142960,@bbclaurak Gove has got a brass neck using the same self determination argument to support #brexit that he vilified during IndyRef 2yrs ago😡,0x1f621,positive,gove get brass neck use self determination argument support vilify indyref 2yrs ago,0x1f621,0.4404,0.0,0.556577742099762,-0.173,0.6134,0.173,0.729577742099762,1,0,1
695,1187,701055039440343040,216678636,EU referendum: David Cameron confirms UK vote date the fact we are having a vote surely shows we are 😞 #Brexit  https://t.co/8zKc4P19HK,0x1f61e,neutral,eu referendum  david cameron confirm uk vote date fact vote surely show,0x1f61e,0.4404,0.5,0.8812263607978821,-0.118,0.5584,0.618,0.9992263607978821,1,0,1
696,1190,701058607924686848,120200243,apparently today is National Act Like You Don't Know How To Drive Day 😡,0x1f621,negative,apparently today national act like know drive day,0x1f621,0.3612,0.05,0.6884859204292297,-0.173,0.5342,0.22299999999999998,0.8614859204292298,1,0,1
697,1191,701074083333722112,3899337568,@pde62 unfair advantage when you know the result Brexit😃,0x1f603,neutral,unfair advantage know result brexit,0x1f603,-0.2732,-0.5,0.6465770602226257,0.557,-0.8302,-1.057,0.08957706022262568,0,1,0
700,1195,701077778112897024,132136847,"@CllrJonSHarvey 

Dear oh dear - no one has any idea what will happen on Brexit day - we should all be afraid, very afraid 😱😱",0x1f631|0x1f631,negative,dear oh dear  one idea happen brexit day  afraid  afraid,0x1f631|0x1f631,0.6369,-0.6,0.7060884237289429,0.19,0.4469,-0.79,0.5160884237289429,1,1,1
701,1196,701062929655984128,185287105,@tmacbond You don't say... But you know say una go lose this #Brexit thing sha? 😎,0x1f60e,neutral,say  know say una go lose thing sha ,0x1f60e,-0.4019,0.0,0.609663188457489,0.491,-0.8929,-0.491,0.11866318845748902,0,1,0
702,1197,701083142891970560,186879250,@jmarsh4037 @steph2311ross You cheered me up on a dreary day with chance of Brexit from EU looming and local soccer team facing relegation😿,0x1f63f,positive,cheered dreary day chance brexit eu loom local soccer team face relegation,0x1f63f,0.25,0.0,0.5513441562652588,-0.372,0.622,0.372,0.9233441562652588,1,0,1
703,1198,701068467496214528,1026645548,@SkipLicker i was wondering how long it would take before someone brought up world war 2 😅 #StrongerIn #Brexit #EUReferendum,0x1f605,negative,wonder long would take someone bring world war 2,0x1f605,-0.5994,-0.05,0.5783544182777405,0.178,-0.7774000000000001,-0.22799999999999998,0.4003544182777405,0,1,0
704,1201,701086815177064448,1833919200,"Yes, I know! #MyBad 😂Just treat it as: 'YES to Brexit, NO to Brexit' @MarkInNorthWest",0x1f602,neutral,yes  know  treat   yes brexit  brexit ,0x1f602,0.7964,0.0,-0.5444433689117432,0.221,0.5754,-0.221,-0.7654433689117431,1,1,1
709,1209,701103677180944384,303348279,"@KaiAlexandria1 ""I stay drunk texting drunk texting you"" it was a mash up😂😂😂 she talked to fast tho😂😂",0x1f602|0x1f602|0x1f602|0x1f602|0x1f602,positive, stay drunk texting drunk texting  mash talk fast tho,0x1f602|0x1f602|0x1f602|0x1f602|0x1f602,-0.5859,-0.2666666666666666,0.5272844433784485,0.221,-0.8069,-0.4876666666666666,0.3062844433784485,0,1,0
711,1211,701104275229958144,1106508602,Gove backing Brexit-best argument so far for staying in the EU. That's what education is for - to show us how bad things can get under him 😄,0x1f604,negative,gove back brexitbest argument far stay eu  thats education  show u bad thing get,0x1f604,-0.7184,-0.1999999999999999,0.5390284657478333,0.421,-1.1394,-0.6209999999999999,0.11802846574783327,0,1,0
716,1219,701101557174181888,347358740,EU going to punish us if UK votes #Brexit ... What are they going to do 'kick us out'....😂🖕,0x1f602,negative,eu go punish u uk vote  go  kick u   middle_finger,0x1f602,-0.5267,0.0,0.7854771614074707,0.221,-0.7476999999999999,-0.221,0.5644771614074707,0,1,0
721,1234,701144523796303872,271625720,"@stevef140545465 Yes, agree. A Brexit doesn't bear thinking about 😭 We'll really have to look out for each other.",0x1f62d,positive,yes  agree  brexit bear think well really look ,0x1f62d,0.743,0.2,-0.759568452835083,-0.093,0.836,0.29300000000000004,-0.666568452835083,1,0,1
737,1260,701310246850056192,297286429,"People will remind Boris @MajorOfLondon of this interview if he'd join the #brexit nutters 😩
https://t.co/bbfpzJ8mS0
@S1R1USme @AndyCavster",0x1f629,positive,people remind boris interview hed join nutter,0x1f629,0.296,0.0,0.5317098498344421,-0.368,0.6639999999999999,0.368,0.8997098498344421,1,0,1
740,1263,701338098005897216,2170986966,"@Cllrporter @OneEyedFishSurf 
He's blocked.  😂
#BREXIT",0x1f602,negative,hes block ,0x1f602,-0.4404,0.0,0.6055245399475098,0.221,-0.6614,-0.221,0.3845245399475098,0,1,0
745,1269,701352355514740736,19189229,"😀😅😂#Realpolitik
1. Boris 4 Brexit
2. Gove treads on BoJo
3. Stay win big time 65% 35%
4. PM reigns supreme
5. 🤕BoJo https://t.co/e1JfSTtwZ4",0x1f600|0x1f605|0x1f602,positive,1  boris 4 brexit 2  gove tread bojo 3  stay win big time 65  35  4  pm reign supreme 5  face_with_headbandage bojo,0x1f600|0x1f605|0x1f602,0.8126,0.4,0.7026708126068115,0.3223333333333333,0.4902666666666667,0.07766666666666672,0.3803374792734782,1,1,1
