,TWEET_ID,USER_ID,TWEET,EMOJI,TWEET_SENTIMENT,PROCESSED_TWEET,TARGET_EMOJIS_LIST,nltk_aggregated_score,spacy_aggregated_score,hugging_face_score,emoji_score,delta_nltk,delta_spacy,delta_hugging_face
307,692887365937795072,176356781,They were so thin &amp; they've been growing so nicely 😭,0x1f62d,neutral,thin  theyve grow nicely loudly_crying_face,0x1f62d,0.4404,0.09999999999999998,-0.6702162623405457,-0.093,0.5334,0.19299999999999998,0.5772162623405457
310,692966125005639680,3656559557,"@KayBurley @David_Cameron #David_Cameron

I'm guessing he will not get anything that we #Brexit want 👎😨
Basically a waste of time #LeaveEU 👍",0x1f628,neutral,im guess get anything want thumbs_down fearful_face basically waste time thumbs_up,0x1f628,-0.3612,-0.2,0.5844834446907043,-0.14,0.2212,0.06,0.7244834446907044
311,692982014862069760,297286429,"@crystalallclear what does Finland's over reliance on one industry have to do with Euro or #brexit ?
Kippers will blame anything on a coin 😂",0x1f602,negative,finlands reliance one industry euro  kipper blame anything coin face_with_tears_of_joy,0x1f602,-0.34,0.0,0.6908450722694397,0.221,0.561,0.221,0.4698450722694397
314,693010202891788288,3818989217,I wondered when they would begin attempts at scaremongering football fans with such utter nonsense! #Brexit ⚽️😤  https://t.co/v9UzKTsj4r,0x1f624,negative,wonder would begin attempt scaremongering football fan utter nonsense  soccer_ball  face_with_steam_from_nose,0x1f624,-0.1027,0.0,0.8144331574440002,-0.209,0.10629999999999999,0.209,1.0234331574440003
315,693026439898230784,2383467680,"RT @kurtshamiel: himas here himas there.. himas everywhere!! 😂😂😂

#PSYNagbabaga https://t.co/eYkUTrP6az",0x1f602|0x1f602|0x1f602,neutral,rt himas himas  himas everywhere   face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,0x1f602|0x1f602|0x1f602,0.0,0.0,0.5003456473350525,0.221,0.221,0.221,0.2793456473350525
316,693046126849712128,502003211,Casually listening to 30 Minute Brake by @TheLukaState again for the 100th time today 🎧😍❤️,0x1f60d,positive,casually listen 30 minute brake 100th time today headphone smiling_face_with_hearteyes red_heart ,0x1f60d,0.1779,-0.5000000000000001,0.5380104184150696,0.678,0.5001,1.1780000000000002,0.13998958158493047
317,693057903469666304,1966386108,#EUreferendum decides not Brussels. In work benefit reform does not control our borders. EU citizens still free to come anytime. #Brexit 😡,0x1f621,positive,decides brussels  work benefit reform control border  eu citizen still free come anytime  pouting_face,0x1f621,0.743,0.4,0.6189664006233215,-0.173,0.9159999999999999,0.573,0.7919664006233216
318,693080680062853120,19659468,RT @AustinMahone: @itslitjoel around 😏,0x1f60f,negative,rt around smirking_face,0x1f60f,0.0,0.0,0.7357706427574158,0.332,0.332,0.332,0.40377064275741575
320,693079303794380800,22085760,"Oh @PimlicoPlumbers in the interest of ""showing"" perhaps you'd better read &amp; digest the #Barclays #Brexit report! 😂😂 https://t.co/92iTB9NHc4",0x1f602|0x1f602,positive,oh interest  show  perhaps well read  digest report  face_with_tears_of_joy face_with_tears_of_joy,0x1f602|0x1f602,0.6249,0.0,-0.7017418742179871,0.221,0.40390000000000004,0.221,0.922741874217987
321,693079553359626240,352646670,Is this an early 'April Fool'? #Brexit would be devastating for UK soccer?...like we might win the World Cup😳👍⚽️💝🍻🐝 https://t.co/UF3S0qmI7i,0x1f633,positive,early  april fool   would devastate uk soccer   like might win world cup flushed_face thumbs_up soccer_ball  heart_with_ribbon clinking_beer_mugs honeybee,0x1f633,-0.1779,0.45,0.6641656756401062,0.018,0.1959,0.432,0.6461656756401062
322,693112716148527104,3135565264,RT @TaylorRenae10: @itsjavichavi this is the night your arm protected me from all the bugs while we slept 😂😂😂,0x1f602|0x1f602|0x1f602,negative,rt night arm protect bug sleep face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,0x1f602|0x1f602|0x1f602,0.3818,0.0,0.6575304269790649,0.221,0.16079999999999997,0.221,0.43653042697906497
324,693133153872011264,483187743,1234567890☺😊😀😁😂😃😄 #TuTTMeLoEscondiEnElShortMica,0x1f60a|0x1f600|0x1f601|0x1f602|0x1f603|0x1f604,neutral,12345678 90 smiling_face smiling_face_with_smiling_eyes grinning_face beaming_face_with_smiling_eyes face_with_tears_of_joy grinning_face_with_big_eyes grinning_face_with_smiling_eyes,0x1f60a|0x1f600|0x1f601|0x1f602|0x1f603|0x1f604,0.0,0.0,-0.7955052256584167,0.4766666666666666,0.4766666666666666,0.4766666666666666,1.2721718923250833
325,693135002033328128,2823109342,Fails of the Week make my Fridays 😂😂😭,0x1f602|0x1f602|0x1f62d,positive,fails week make friday face_with_tears_of_joy face_with_tears_of_joy loudly_crying_face,0x1f602|0x1f602|0x1f62d,-0.4215,-0.5,0.4757235646247864,0.11633333333333333,0.5378333333333333,0.6163333333333333,0.35939023129145303
326,693148856045998080,81555741,@Ca_mil13 @c3webb @ShaniTsunamii @gxonzalez 😂😂😂😂 they are life!,0x1f602|0x1f602|0x1f602|0x1f602,neutral,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy life ,0x1f602|0x1f602|0x1f602|0x1f602,0.0,0.0,0.5040884613990784,0.221,0.221,0.221,0.2830884613990784
330,693350332781481984,274405751,You people are just threatening yourselves with court anyhow. I am afraid. 😂,0x1f602,positive,people threaten court anyhow  afraid  face_with_tears_of_joy,0x1f602,-0.3818,-0.6,0.6949525475502014,0.221,0.6028,0.821,0.47395254755020144
331,693351250209984512,915763742,Poll Lead For Staying In EU As Talks Ramp Up. Hope this ain't true! #Brexit 😡 https://t.co/Dar8KLLqqN,0x1f621,positive,poll lead stay eu talk ramp  hope aint true  pouting_face,0x1f621,0.1451,0.35,0.6069996953010559,-0.173,0.3181,0.5229999999999999,0.779999695301056
332,693393816812937216,419653102,".@pcsavage @Guy_Stallard And, even if it does, Michael Gove or someone else will just reverse it two years later. 😂 #Brexit",0x1f602,neutral,  even  michael gove someone else reverse two year later  face_with_tears_of_joy,0x1f602,0.0,0.0,0.7024072408676147,0.221,0.221,0.221,0.48140724086761477
333,693402166611066880,3656559557,"Outrageous WakeUp #David_Cameron @David_Cameron these are head lines that are politically wrong 👎😲
#Veterans
#Brexit https://t.co/CsudW62KqP",0x1f632,negative,outrageous wakeup head line politically wrong thumbs_down astonished_face,0x1f632,-0.7269,-0.75,0.8946054577827454,-0.068,0.6589,0.6819999999999999,0.9626054577827454
334,693483488637509632,4864316980,@MirrorPolitics @DailyMirror @NigelNelson @UKIP @Number10gov @BBCPolitics #Westminster #Brexit Out of the #EU &amp; regain our own control 😊,0x1f60a,neutral, regain control smiling_face_with_smiling_eyes,0x1f60a,0.0,0.0,-0.6905763149261475,0.644,0.644,0.644,1.3345763149261476
335,693484596042842112,4864316980,"@_AltRight_ @BristolComSense @UKIP @UKBorder @BBCPolitics #Westminster @BBCNews @SkyNews Utter scum, don't let them into the #UK!! #Brexit 😬",0x1f62c,negative,utter scum  let grimacing_face,0x1f62c,0.0,-0.15,0.9135687351226807,0.194,0.194,0.344,0.7195687351226807
336,693580139268042752,396095407,@Tori_evans1 @Cour98_x @GWION1 I guess we'll never know 😟,0x1f61f,positive,guess well never know worried_face,0x1f61f,0.2732,0.0,0.58506178855896,0.072,0.2012,0.072,0.51306178855896
338,693593030704627712,297286429,"Got to give it to you Reg,
you win this #brexit debate hands down, hats off to your superior insight and #ukip debating skills &amp; patriotism😂",0x1f602,positive,get give reg  win debate hand  hat superior insight debate skill  patriotism face_with_tears_of_joy,0x1f602,0.8885,0.75,-0.5096122622489929,0.221,0.6675,0.529,0.7306122622489929
339,693722266354475008,297286429,"Haha Michael, that why I call it cappuccino fluff, when it's boiled down just, well nothing substantial really 😂

@Guedella @Akabilky brexit",0x1f602,positive,haha michael  call cappuccino fluff  boil  well nothing substantial really face_with_tears_of_joy brexit,0x1f602,0.5435,0.10000000000000002,0.5205895900726318,0.221,0.3225,0.12099999999999998,0.29958959007263186
340,693732200089546752,297286429,"Don't bother Alan, it's not like your contributing great #brexit or economic wisdom
Take your time 😂

@Akabilky @Guedella",0x1f602,positive,bother alan  like contribute great economic wisdom take time face_with_tears_of_joy,0x1f602,0.8225,0.5,-0.7267699241638184,0.221,0.6015,0.279,0.9477699241638183
341,693758464179507200,716736364,"Peter Mandleson, Karen Brady + now Dianne Abbott, all telling you to stay in the EU 😂
Would sell their own grandmother all 3 of them
#Brexit",0x1f602,neutral,peter mandleson  karen brady  dianne abbott  tell stay eu face_with_tears_of_joy would sell grandmother 3,0x1f602,0.0,0.0,0.8008472919464111,0.221,0.221,0.221,0.5798472919464112
342,693804063327162368,3352408024,"@EmsDiti #kölnhbf German &amp; EU Gov favor a #refugee tax😡 German, UK, &amp; #EU citizens will not let this happen! Or we get #Brexit &amp; #Gerxit!",0x1f621,positive,german  eu gov favor tax pouting_face german  uk   citizen let happen  get ,0x1f621,0.4019,0.0,0.7864378690719604,-0.173,0.5749,0.173,0.9594378690719605
343,693819879573606400,4633530137,RT @taylorcaniff: had the best day ever still haven't slept... this vibe and feels make me so happy 🙏🏻 #magcon is back,0x1f64f,neutral,rt best day ever still sleep  vibe feel make happy folded_hands light_skin_tone back,0x1f64f,0.836,0.6,-0.9779302477836609,0.417,0.419,0.183,1.394930247783661
344,693865460564168704,289148078,RT @duhitzmark: Y'all aren't ready for this song😉Who's gonna buy it? Give it some time💕,0x1f609,neutral,rt yall ready song winking_face whos gonna buy  give time two_hearts,0x1f609,0.3612,0.2,0.8368216156959534,0.463,0.1018,0.263,0.37382161569595335
345,693875767764258816,1298730000,RT @SiriusXMHits1: .@justinbieber has TWO songs on the #WeekendCountdown this week on NOW! 😍😍 https://t.co/BegzmuZ2cs,0x1f60d|0x1f60d,neutral,rt  two song week  smiling_face_with_hearteyes smiling_face_with_hearteyes,0x1f60d|0x1f60d,0.0,0.0,-0.6298495531082153,0.678,0.678,0.678,1.3078495531082153
348,693954751822565376,4644399678,RT @carterreynolds: So hype to meet you guys today 😝😚,0x1f61d|0x1f61a,neutral,rt hype meet guy today squinting_face_with_tongue kissing_face_with_closed_eyes,0x1f61d|0x1f61a,0.0,0.0,0.7137837409973145,0.5665,0.5665,0.5665,0.14728374099731445
349,694021851710754816,257654076,@michelle2498 bihhhh you know you 3 😂😂💃🏽💃🏽,0x1f602|0x1f602,neutral,bihhhh know 3 face_with_tears_of_joy face_with_tears_of_joy woman_dancing medium_skin_tone woman_dancing medium_skin_tone,0x1f602|0x1f602,0.0,0.0,0.7586429715156555,0.221,0.221,0.221,0.5376429715156555
350,694065355073929216,46379767,"@DrClaireRush Try Brexit, become the umpteenth state.... Would that be an improvement? 😨",0x1f628,neutral,try brexit  become umpteenth state  would improvement  fearful_face,0x1f628,0.4588,0.0,0.5010325312614441,-0.14,0.5988,0.14,0.6410325312614441
355,694109637298225152,604674831,@Ironwand State of her! Says it all! #Brexit 😱,0x1f631,neutral,state  say  face_screaming_in_fear,0x1f631,0.0,0.0,0.5224798321723938,0.19,0.19,0.19,0.3324798321723938
359,694215400523956224,4864316980,@Independent @BBCWorld @BBCNews @SkyNews @itvnews @BBCPolitics #Westminster @UKIP #EU #Brexit Only 1 in 3.?? I think it's 2 in 3. #LeaveEU 😏,0x1f60f,neutral,1 3    think 2 3  smirking_face,0x1f60f,0.0,0.0,0.7864689230918884,0.332,0.332,0.332,0.4544689230918884
362,694240381664411648,15507650,i cheated off this boy test in Spanish and got my whole test wrong 😒😑😑,0x1f612|0x1f611|0x1f611,positive,cheat boy test spanish get whole test wrong unamused_face expressionless_face expressionless_face,0x1f612|0x1f611|0x1f611,-0.7269,-0.09999999999999999,0.877619206905365,-0.332,0.3949,0.23200000000000004,1.209619206905365
363,694263265388527616,1557437527,If #Cameron gets his EU deal no brexit and #sterling to become the darling of Europe?? Sell€/£ on that rumour 😎,0x1f60e,negative,get eu deal brexit become darling europe   sell    rumour smiling_face_with_sunglasses,0x1f60e,0.5859,0.0,0.6554741263389587,0.491,0.09489999999999998,0.491,0.16447412633895875
364,694272461127417856,603714461,@AdamOsper 😂 don't be a contrary cvnt! #yes man #noddingdog #not1brick #pochout #HarryHotspur #brexit,0x1f602,positive,face_with_tears_of_joy contrary cvnt  man,0x1f602,0.0,0.0,0.5937200784683228,0.221,0.221,0.221,0.3727200784683228
365,694273649554132992,2487893052,@charlschofield_ 😂😂,0x1f602|0x1f602,negative,face_with_tears_of_joy face_with_tears_of_joy,0x1f602|0x1f602,0.0,0.0,0.5286826491355896,0.221,0.221,0.221,0.3076826491355896
366,694294449585836032,30290356,RT @MiIitarys: That amazing moment 😍 https://t.co/cKH0zJLqOA,0x1f60d,negative,rt amaze moment smiling_face_with_hearteyes,0x1f60d,0.5423,0.0,-0.8823182582855225,0.678,0.13570000000000004,0.678,1.5603182582855224
369,694420784102707200,3656559557,"#Brexit
#LeaveEU before 
#bordercontrol
👎😲✔
EU 'should expect another million migrants this year' https://t.co/VznYKC9ifo via @MailOnline",0x1f632,neutral,thumbs_down astonished_face check_mark eu  expect another million migrant year  via,0x1f632,0.0,0.0,0.6985012888908386,-0.068,0.068,0.068,0.7665012888908387
374,694484627512299520,306359633,"#Tusk proposal to avoid the #brexit, quoting Shakespeare... 😀, not bad https://t.co/HqxbOvGDRp",0x1f600,positive,proposal avoid quote shakespeare  grinning_face  bad,0x1f600,-0.6908,-0.6999999999999998,0.6518346667289734,0.568,1.2588,1.2679999999999998,0.08383466672897344
376,694486283721273344,3656559557,"@BuzzFeedUKPol @David_Cameron
I'm afraid this document is NO GOOD ENOUGH
We #UK now need to #Brexit #LeaveEU
It's as simple as that 👍👍👍😁",0x1f601,negative,im afraid document good enough need simple thumbs_up thumbs_up thumbs_up beaming_face_with_smiling_eyes,0x1f601,0.4404,0.024999999999999994,0.48265400528907776,0.449,0.008599999999999997,0.42400000000000004,0.03365400528907775
380,694488986279088128,3656559557,"@RedHotSquirrel
We #Brits have to be wary of thinly vailed changeable #renegotiation promises
#Brexit
#LeaveEU
#votetoleave
#betterOffout
👍😲",0x1f632,neutral,wary thinly vailed changeable promise thumbs_up astonished_face,0x1f632,0.3182,-0.45,0.7974100112915039,-0.068,0.3862,0.382,0.865410011291504
381,694506826755379200,3177406031,"@SkyNews This reminds me of the bride who glanced down at her groom's tadger, exclaiming with disappointment: 'Is that it?!' 😂 #BREXIT",0x1f602,neutral,reminds bride glance grooms tadger  exclaim disappointment      face_with_tears_of_joy,0x1f602,-0.5106,-0.6,0.48289209604263306,0.221,0.7316,0.821,0.2618920960426331
382,694506906648514560,90982177,@DanHannanMEP @DavidCameron_MP.....EU IS ABOUT TO IMPLODE....MILLIONS MORE MIGRANTS NEXT SUMMER....BREXIT ASAP....JUNE WILL DO 😀,0x1f600,neutral,implode  million migrant next summer  brexit asap  june grinning_face,0x1f600,0.0,0.0,0.7410626411437988,0.568,0.568,0.568,0.17306264114379888
385,694513696731697152,3177406031,"'Who do you think you are kidding. Mr Juncker - if you think old England's gone...' 😁

#BREXIT

#Jerusalem  https://t.co/UrlD35VmUt",0x1f601,neutral, think kidding  mr juncker  think old englands go   beaming_face_with_smiling_eyes,0x1f601,0.1027,0.1,0.544195294380188,0.449,0.3463,0.349,0.09519529438018798
388,694515327305129984,19189229,😂 laughed at this —It is a great argument for #Brexit 😀 https://t.co/7XQCqjpXcV,0x1f602|0x1f600,positive,face_with_tears_of_joy laugh  great argument grinning_face,0x1f602|0x1f600,0.7351,0.55,-0.8774605989456177,0.39449999999999996,0.3406,0.15550000000000008,1.2719605989456175
389,694518193436626944,20308222,@fdp @Lambsdorff Emergency Brake only if 15 other gvmnts agree...FDP read the fine prints..😂 #betterout #brexit https://t.co/LHBKxEEhwE,0x1f602,neutral,emergency brake 15 gvmnts agree  fdp read fine print  face_with_tears_of_joy,0x1f602,0.1779,0.4166666666666667,0.6446245908737183,0.221,0.0431,0.19566666666666668,0.4236245908737183
392,694557488285401088,2444529427,"@LibertyUK1 the ""global elite"" 😂😂😂😂😂😂😂 bless 
Reason why people want #brexit 

It's the ""global elite""",0x1f602|0x1f602|0x1f602|0x1f602|0x1f602|0x1f602|0x1f602,positive, global elite  face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy bless reason people want  global elite ,0x1f602|0x1f602|0x1f602|0x1f602|0x1f602|0x1f602|0x1f602,0.4767,0.0,-0.5814278721809387,0.22100000000000003,0.2557,0.22100000000000003,0.8024278721809388
393,694564200191037440,2239747586,I knew I loved you when I seen you 😍❣😝,0x1f60d|0x1f61d,neutral,knew love see smiling_face_with_hearteyes heart_exclamation squinting_face_with_tongue,0x1f60d|0x1f61d,0.6369,0.5,-0.8918539881706238,0.5505,0.08640000000000003,0.05049999999999999,1.4423539881706238
396,694586812442873856,583131569,"This is some deal. 😐 

""Countries that aren't part of the euro won't need to pay...to protect the currency""

#Brexit
https://t.co/G4czapz4i4",0x1f610,positive,deal  neutral_face  country part euro need pay  protect currency ,0x1f610,0.296,0.0,0.8005371689796448,-0.388,0.6839999999999999,0.388,1.1885371689796447
397,694588620141957120,3656559557,"@FactCheck @Channel4News
It's definitely Bluster and Spin the #renegotiations are a real PR lie and deception we #Brits need to #Brexit
👎😲✔",0x1f632,negative,definitely bluster spin real pr lie deception need thumbs_down astonished_face check_mark,0x1f632,-0.0516,0.1,0.7889260053634644,-0.068,0.016400000000000005,0.168,0.8569260053634644
399,694607387815182336,92591643,RT @TheBeautifulCar: The new Nissan GTR 😨 https://t.co/V8o7ewMvNB,0x1f628,positive,rt new nissan gtr fearful_face,0x1f628,0.0,0.13636363636363635,0.8869102001190186,-0.14,0.14,0.27636363636363637,1.0269102001190187
400,694592500296761344,3656559557,"NO NO NO NO NO NO 
NOT WHAT IS WANTED ... #BREXIT #LeaveEU
#reforms failed
#LeaveEU
#migrantcrisis
#UKIP
👎😀👏✔ https://t.co/iWI81ZPBHN",0x1f600,positive,want  fail thumbs_down grinning_face clapping_hands check_mark,0x1f600,-0.4939,-0.5,0.5274586081504822,0.568,1.0619,1.068,0.04054139184951777
404,694616750286045184,275896693,If 14 other countries agree it 😬 #EUlies #Brexit  https://t.co/HrtefFzSQM,0x1f62c,positive,14 country agree grimacing_face,0x1f62c,0.3612,0.0,0.8184391260147095,0.194,0.16720000000000002,0.194,0.6244391260147095
406,694627792332419072,22085760,"@LouiseMensch @JunckerEU Even if we vote #Remain, they're all out of a job once the #GrassRoots take their revenge! 80%+ want #Brexit 😂😂",0x1f602|0x1f602,negative,even vote theyre job take revenge  80   want face_with_tears_of_joy face_with_tears_of_joy,0x1f602|0x1f602,-0.4767,0.0,0.6108378171920776,0.221,0.6977,0.221,0.38983781719207766
408,694641459883040768,19291485,First posts on Facebook showing my support for #LeaveEU #VoteEU #Brexit. I usually spare them most of my political stuff! 😂,0x1f602,positive,first post facebook show support usually spare political stuff  face_with_tears_of_joy,0x1f602,0.4019,0.0,-0.5320030450820923,0.221,0.18089999999999998,0.221,0.7530030450820923
409,694643683564601344,161809644,"Follow🙏
➡@souhilabintarab
➡@SuhilaBnLachhab
➡https://t.co/OUYhDASbYy …
➡https://t.co/1ApcQmiudk …
#CashInvestigation
#MHSCOM
#Insaisissables",0x1f64f,positive,follow folded_hands right_arrow right_arrow right_arrow  right_arrow ,0x1f64f,0.0,0.0,0.8720254302024841,0.417,0.417,0.417,0.45502543020248415
412,694666250501361664,284247657,"@DanHannanMEP If you think today means disdain and contempt, just wait till you kids come looking for a trade deal post-#Brexit 😂",0x1f602,negative,think today mean disdain contempt  wait till kid come look trade deal post  face_with_tears_of_joy,0x1f602,-0.7845,-0.3125,0.5287977457046509,0.221,1.0055,0.5335,0.3077977457046509
413,694714269770715136,3889225512,RT @aintyouSKNY: THIS IS LIT😳🔥SHEEEEESH! https://t.co/mcwwEyFmgv,0x1f633,neutral,rt lit flushed_face fire sheeeeesh ,0x1f633,-0.34,0.0,0.5978180170059204,0.018,0.35800000000000004,0.018,0.5798180170059204
415,694833354827546624,19189229,"Blimey, closet Tory #Corbynistas 😀 😅 😂 

 #Brexit  https://t.co/scwB5Hbph5",0x1f600|0x1f605|0x1f602,neutral,blimey  closet tory grinning_face grinning_face_with_sweat face_with_tears_of_joy,0x1f600|0x1f605|0x1f602,0.0,0.0,0.5672607421875,0.3223333333333333,0.3223333333333333,0.3223333333333333,0.2449274088541667
416,694859530761572352,17588280,So we hope very much for Brexit ... 😉 https://t.co/5WG41ZeBhx,0x1f609,positive,hope much brexit  winking_face,0x1f609,0.4404,0.2,0.6162827610969543,0.463,0.02260000000000001,0.263,0.15328276109695432
417,694851848608616448,402826190,"Britain is a dwarf apparently. .....😯

#Brexit https://t.co/npFqlr7Jiq",0x1f62f,neutral,britain dwarf apparently   hushed_face,0x1f62f,0.0,0.05,0.7269448637962341,0.123,0.123,0.073,0.6039448637962341
420,694889158670733312,1550984940,@georgemagnus1 @prospect_uk Hmmm 😱 Brexit would trigger the disintegration of the EU not the UK says Barclays https://t.co/DPGsReW0Qh …,0x1f631,neutral,hmmm face_screaming_in_fear brexit would trigger disintegration eu uk say barclays ,0x1f631,0.0,0.0,0.581535279750824,0.19,0.19,0.19,0.391535279750824
422,694886729820540928,716736364,"Reformed EU Dave? 😂😂

Believe that shit and you'll believe anything #brexit",0x1f602|0x1f602,negative,reform eu dave  face_with_tears_of_joy face_with_tears_of_joy believe shit believe anything,0x1f602|0x1f602,-0.5574,-0.2,0.5242598652839661,0.221,0.7784,0.42100000000000004,0.3032598652839661
426,694916107967275008,3656559557,"WHAT.... THAT JUST SHOWS WHAT WE IN #UK HAVE TO PUT UP WITH BEING IN #EU
#BREXIT
#LEAVEEU
#GO
#OUTEU
👍😲✔ https://t.co/zzHFdFXsHt",0x1f632,neutral, show put thumbs_up astonished_face check_mark,0x1f632,0.0,0.0,0.8020445108413696,-0.068,0.068,0.068,0.8700445108413697
427,694924606453448704,3822317541,It's a lot of fuck shit going on 😤,0x1f624,neutral,lot fuck shit go face_with_steam_from_nose,0x1f624,-0.7964,-0.30000000000000004,0.902701735496521,-0.209,0.5874,0.09100000000000005,1.111701735496521
428,694925679159287808,802185702,@JohnCleese #Brexit of course John 😁,0x1f601,neutral,course john beaming_face_with_smiling_eyes,0x1f601,0.0,0.0,-0.645793616771698,0.449,0.449,0.449,1.094793616771698
429,694945166386401280,4728759886,RT @nusoundradio: @ApiSahni lol are you bored on the #m25 bro. Just hope they don't turn up on there you won't have no escape 🙈,0x1f648,positive,rt lol bore bro  hope turn escape seenoevil_monkey,0x1f648,0.6597,0.8,0.5310711860656738,0.432,0.22769999999999996,0.36800000000000005,0.09907118606567383
431,694951447927119872,25104565,Cringing for my life at this political broadcast on ITV by @UKIP on the #Brexit 🙈,0x1f648,neutral,cringe life political broadcast itv seenoevil_monkey,0x1f648,0.0,0.0,0.7619191408157349,0.432,0.432,0.432,0.32991914081573487
432,694972646337961984,2437266410,@dkayevo it was an Earthquake or something..it is just sad to see my store damaged because in a way..it's my baby. 😢 #TF2Words,0x1f622,negative,earthquake something  sad see store damage way  baby  crying_face,0x1f622,-0.743,-0.5,0.9160628318786621,0.007,0.75,0.507,0.9090628318786621
433,695002590963220480,275896693,"The absolute best that can be said for Cameron's fake EU 'deal', courtesy of SKY. More Cameron 'promises' 😬 #Brexit https://t.co/Qp6erCm2H3",0x1f62c,positive,absolute best say camerons fake eu  deal   courtesy sky  cameron  promise  grimacing_face,0x1f62c,0.7096,0.2333333333333333,0.47956138849258423,0.194,0.5156000000000001,0.039333333333333304,0.2855613884925842
434,695082652714561536,23682667,Just blessed these hoes real quick 😋,0x1f60b,neutral,bless hoe real quick face_savoring_food,0x1f60b,0.4215,0.5,0.8439409732818604,0.631,0.20950000000000002,0.131,0.21294097328186035
435,695135847948144640,275896693,Wake Up Britain! It's not so much the lies I resent its the arrogant belief I'll swallow them 😬 #LeaveEU #Brexit  https://t.co/gtmIuBqMnH,0x1f62c,negative,wake britain  much lie resent arrogant belief ill swallow grimacing_face,0x1f62c,-0.7717,-0.15,0.8370935320854187,0.194,0.9657,0.344,0.6430935320854188
436,695159298100342784,39731436,Lol forreal gather your thoughts real quick so you don't say nothing crazy and shit😭 https://t.co/VUY81oi2tN,0x1f62d,negative,lol forreal gather thought real quick say nothing crazy shit loudly_crying_face,0x1f62d,0.7757,0.125,0.505354106426239,-0.093,0.8686999999999999,0.218,0.598354106426239
437,695167753225924608,2170986966,@mariedd52 I really think apathy is a big enemy of #Brexit.  I'll sort it 😉,0x1f609,negative,really think apathy big enemy ill sort winking_face,0x1f609,-0.8307,-0.09999999999999999,0.7814933657646179,0.463,1.2937,0.5630000000000001,0.3184933657646179
438,695164190240202752,4864316980,@MailOnline @BBCWorld @BBCNews @SkyNews @itvnews @BBCPolitics #Westminster @UKIP #EU #UN #Brexit Ideal for the #immigrants &amp; #refugees.. 😊😀😁,0x1f60a|0x1f600|0x1f601,neutral,ideal  smiling_face_with_smiling_eyes grinning_face beaming_face_with_smiling_eyes,0x1f60a|0x1f600|0x1f601,0.5267,0.9,-0.787644624710083,0.5536666666666666,0.026966666666666694,0.3463333333333334,1.3413112913767495
439,695167947199942656,4864316980,@DailyMailUK @MailOnline @BBCPolitics @UKIP @Number10gov is afraid to put the #Brexit side as he knows the majority want out of the #EU 😠 😬,0x1f620|0x1f62c,negative,afraid put side know majority want angry_face grimacing_face,0x1f620|0x1f62c,0.0772,-0.6,0.514660120010376,-0.05249999999999999,0.12969999999999998,0.5475,0.567160120010376
441,695198304221675520,38999649,@Jade_Oliver_ happy birthday babe!! Have a fab day😘xxx,0x1f618,neutral,happy birthday babe   fab day face_blowing_a_kiss xxx,0x1f618,0.7717,0.8,-0.9878782629966736,0.701,0.0707000000000001,0.09900000000000009,1.6888782629966737
444,695241810776559616,71683355,#Davos update: Automation | China | Emerging markets | Brexit 😳 https://t.co/vmgvsIXtRk,0x1f633,neutral,update  automation  china  emerge market  brexit flushed_face,0x1f633,0.0,0.0,0.8485625386238098,0.018,0.018,0.018,0.8305625386238098
445,695238029095669760,101598139,😂 Cameron secures leftover sandwiches for UK https://t.co/ES5Ru2gDzJ #Brexit,0x1f602,positive,face_with_tears_of_joy cameron secures leftover sandwich uk,0x1f602,0.3182,0.0,0.7022708654403687,0.221,0.09719999999999998,0.221,0.4812708654403687
447,695280004574396416,80943338,"Eah 😂😂😂😂.
Contigo.",0x1f602|0x1f602|0x1f602|0x1f602,positive,eah face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy  contigo ,0x1f602|0x1f602|0x1f602|0x1f602,0.0,0.0,0.5783134698867798,0.221,0.221,0.221,0.3573134698867798
452,695334659115216896,2965766097,Damn his strategy 'failed' Oops ( no oops😈 ) #EUBuzz #Brexit  https://t.co/qLohMRpvuq,0x1f608,negative,damn strategy  fail  oops  oops smiling_face_with_horns ,0x1f608,-0.7351,-0.5,0.8670753836631775,0.265,1.0001,0.765,0.6020753836631775
454,695351811180396544,2809161682,"@MissUniverse @PauleenJLuna two of you are ma fave!!! #beautifulwiththeheart,, I love yah!!!!! Take care always!!!😍😮😍",0x1f60d|0x1f62e|0x1f60d,negative,two fave    love yah    take care always    smiling_face_with_hearteyes face_with_open_mouth smiling_face_with_hearteyes,0x1f60d|0x1f62e|0x1f60d,0.8834,0.5,-0.9767518639564514,0.5416666666666666,0.34173333333333333,0.04166666666666663,1.518418530623118
456,695357148323131392,4450772008,"""@lblchloe: @rdiamond89 WHAT DID I JUST READ?!!"" IKR? 💥💥💥😨😨😨",0x1f628|0x1f628|0x1f628,negative, read     ikr  collision collision collision fearful_face fearful_face fearful_face,0x1f628|0x1f628|0x1f628,-0.7579,0.0,0.6087653040885925,-0.14,0.6179,0.14,0.7487653040885925
